postcode,,,,street_num,,city,State,name,phone,email,,website,Source,Latitude,Longitude
05674,,,,42RoxburyMountainRoad,,East Warren,VT,"EastWarrenCommunityMarketCo-op,Inc.",802-496-6758,https://www.eastwarrenmarket.com/,,https://www.nationalco-opdirectory.com,,44.114574503,-72.853716567
24060,,,,708 North Main Street,,Blacksburg,VA,Eats Natural Foods,540 552-2279,,,Food for change,,37.230166555,-80.436801752
24060,,,,708aNorthMainStreet,,"Blacksburg, Virginia",VA,"EatsNaturalFoodsCo-op,Inc.",540-552-2279,http://www.EatsNaturalFoods.com,,https://www.nationalco-opdirectory.com,,37.230166555,-80.436801752
06510,,,,777 Chapel Street,,New Haven,CT,Elm City Market,203 624-0441,,,Food for change,,41.307804693,-72.925155288
68937,,,,304SmithAvenue,,"Elwood, Nebraska",NE,ElwoodHometownCooperativeMarket,308-785-2182,http://www.elwoodnebraska.com/,,https://www.nationalco-opdirectory.com,,40.616228775,-99.853177625
16508,,,,1341 West 26th Street,,Erie,PA,Erie Food Co-op (26th Street),(814) 456-0282,,,http://www.eriefood.coop,https://www.ncg.coop/,42.09973689,-80.088016211
16501,,,,34 North Park Row,,Erie,PA,Erie Food Co-op (Downtown),N/A,,,http://www.eriefood.coop,https://www.ncg.coop/,42.122348817,-80.086700956
32502,,,,315 W. Garden Street,,Pensacola,FL,Ever'man Cooperative Grocery & Cafe (Garden Street),(850) 438-0402,info@everman.org,,http://www.everman.org,https://www.ncg.coop/,30.410869565,-87.213471152
32514,,,,1000 East Nine Mile Road,,Pensacola,FL,Ever'man Cooperative Grocery & Cafe (Nine Mile Road),(850) 438-0402,info@everman.org,,http://www.everman.org,https://www.ncg.coop/,30.523541095,-87.206440843
32502,,,,315 West Garden Street,,Pensacola,FL,Ever'man Natural Foods,850 438-0402,,,Food for change,,30.410869565,-87.213471152
32502,,,,315W.GardenStreet,,"Pensacola, Florida",FL,Ever'manCooperativeGrocery&Café,850-438-0402,http://www.everman.org,,https://www.nationalco-opdirectory.com,,30.410869565,-87.213471152
56347,,,,11 1st Street,,Long Prairie,MN,Everybody's Market,320 732-3900,,,Food for change,,45.958129974,-94.860908762
56347,,,,111stStreetNorth,,"Long Prairie Township, Todd County, Minnesota",MN,Everybody'sMarket,320-732-3900,https://everybodysmarket.weebly.com/,,https://www.nationalco-opdirectory.com,,45.958129974,-94.860908762
04268,,,,443 Main Street,,Norway,ME,Fare Share Co-op Store,207 743-9044,,,Food for change,,44.218556003,-70.570913562
04268,,,,443MainStreet,,Norway,ME,FareShareMarket,207-743-9044,http://www.faresharecoop.org,,https://www.nationalco-opdirectory.com,,44.218556003,-70.570913562
96122,,,,60 N. Pine Street,,Portola,CA,Feather River Food Co-op (Portola),(530) 832-1642,,,http://www.featherriver.coop,https://www.ncg.coop/,39.809702614,-120.454903914
95971,,,,269 Main Street,,Quincy,CA,Feather River Food Co-op (Quincy),(530) 283-3528,,,http://www.featherriver.coop,https://www.ncg.coop/,39.939916267,-120.946437178
95971,,,,269MainStreet,,"Quincy Township, Olmsted County, Minnesota",CA,FeatherRiverFoodCo-op,530-283-3528,https://featherriver.coop,,https://www.nationalco-opdirectory.com,,39.939916267,-120.946437178
96122,,,,60NorthPineStreet,,"Portola, California",CA,FeatherRiverFoodCo-op(2stores)•,530-832-1642,https://featherriver.coop/,,https://www.nationalco-opdirectory.com,,39.809702614,-120.454903914
99166,,,,34 North Clark Avenue,,Republic,WA,Ferry County Co-op,509 775-3754,,,Food for change,,48.730071687,-118.676468109
99166,,,,34NClarkAvenue,,"Republic, Washington",WA,FerryFoodCo-op,509-775-3754,http://www.ferrycountynaturalmarket.com/,,https://www.nationalco-opdirectory.com,,48.730071687,-118.676468109
06320,,,,13 Broad Street,,New London,CT,Fiddleheads Co-op,(860) 701-9123,,,http://www.fiddleheadsfood.coop,https://www.ncg.coop/,41.345964152,-72.10425487
06320,,,,13 BRoad St,,New London,CT,Fiddleheads: A Natural Foods Cooperative,860 701-9123,,,Food for change,,41.345964152,-72.10425487
06320,,,,13BroadStreet,,"New London, Connecticut",CT,FiddleheadsNaturalFoodsCooperative,860-701-9123,http://www.fiddleheadsfood.coop,,https://www.nationalco-opdirectory.com,,41.345964152,-72.10425487
55603,,,,6648 State Highway 1,,Finland,MN,Finland Co-op Co.,218 353-7389,,,Food for change,,47.428845752,-91.240836033
55603,,,,BoxEMainStreet,,Finland,MN,FinlandCooperative,218-353-7389,https://finlandcoop.com/,,https://www.nationalco-opdirectory.com,,47.428845752,-91.240836033
97330,,,,2855 N.W. Grant Avenue,,Corvallis,OR,First Alternative Co-op (North),(541) 452-3115,firstalt@firstalt.coop,,http://www.firstalt.coop,https://www.ncg.coop/,44.584071394,-123.278610328
97333,,,,1007 S.E. Third Street,,Corvallis,OR,First Alternative Co-op (South),(541) 753-3115,firstalt@firstalt.coop,,http://www.firstalt.coop,https://www.ncg.coop/,44.544134812,-123.274122665
97330,,,,2855 Northwest Grant Avenue,,Corvallis,OR,First Alternative Natural Foods Co-op - North,541 452-3115,,,Food for change,,44.584071394,-123.278610328
97333,,,,1007 Southeast 3rd Street,,Corvallis,OR,First Alternative Natural Foods Co-op South Store,541 753-3115,,,Food for change,,44.544134812,-123.274122665
97330,,,,2855NWGrantAvenue,,"Corvallis, Oregon",OR,FirstAlternativeNaturalFoodsCo-op(2stores)•NorthStore,541-452-3115,http://www.firstalt.coop,,https://www.nationalco-opdirectory.com,,44.584071394,-123.278610328
97333,,,,1007SEThirdSt,,"Corvallis, Oregon",OR,FirstAlternativeNaturalFoodsCo-op(2stores)•SouthStore,541-753-3115,http://www.firstalt.coop,,https://www.nationalco-opdirectory.com,,44.544134812,-123.274122665
11226,,,,1415 Cortelyou Road,,Brooklyn,NY,Flatbush Food Co-op,718 284-9717,,,Food for change,,40.646064647,-73.95511699
11226,,,,1415 Cortelyou Road,,Brooklyn,NY,Flatbush Food Cooperative,(718) 284-9717,,,https://www.flatbushfood.coop/,https://www.ncg.coop/,40.646064647,-73.95511699
11226,,,,1415CortelyouRd.,,Brooklyn,NY,FlatbushFoodCooperative,718-284-9717,http://www.flatbushfood.coop,,https://www.nationalco-opdirectory.com,,40.646064647,-73.95511699
85705,,,,412 North 4th Avenue,,Tucson,AZ,Food Conspiracy Co-op,(520) 624-4821,marketing@foodconspiracy.coop,,http://www.foodconspiracy.org,https://www.ncg.coop/,32.253009723,-110.978696513
98368,,,,414 Kearney Street,,Port Townsend,WA,Food Co-op,360 385-2883,,,Food for change,,48.100064095,-122.801536516
97210,,,,2375 N.W. Thurman St.,,Portland,OR,Food Front Cooperative Grocery,(503) 222-5658,,,http://www.foodfront.coop,https://www.ncg.coop/,45.533289543,-122.70862237
85705,,,,412N.4thAvenue,,"Tucson, Arizona",AZ,FoodConspiracyCo-op,520-624-4821,http://www.foodconspiracy.coop,,https://www.nationalco-opdirectory.com,,32.253009723,-110.978696513
97210,,,,2375NWThurmanStreet,,"Portland, Oregon",OR,FoodFrontCooperativeGrocery,503-222-5658Ex133,http://www.foodfront.coop,,https://www.nationalco-opdirectory.com,,45.533289543,-122.70862237
97239,,,,6344SWCapitalHighway,,"Portland, Oregon",OR,FoodFrontCooperativeGrocery(CLOSED),503-546-6559,http://www.foodfront.coop,,https://www.nationalco-opdirectory.com,,45.487366936,-122.691032521
80524,,,,250 East Mountain Avenue,,Fort Collins,CO,Fort Collins Food Co-op,970 484-7448,,,Food for change,,40.588338121,-105.061404922
01301,,,,144 Main Street,,Greenfield,MA,Franklin Community Co-op (Green Fields Market),(413) 773-9567,,,http://www.franklincommunity.coop,https://www.ncg.coop/,42.59781595,-72.604415498
01370,,,,3 State Street,,Shelburne Falls,MA,Franklin Community Co-op (McCusker's Market),(413) 625-9411,,,http://www.franklincommunity.coop,https://www.ncg.coop/,42.605708958,-72.729273238
01370,,,,3StateStreet,,"Shelburne Falls, Massachusetts",MA,FranklinCommunityCo-op(2stores)•McCusker'sCo-opMarket,413-625-2548,http://www.franklincommunity.coop,,https://www.nationalco-opdirectory.com,,42.605708958,-72.729273238
01301,,,,144MainStreet,,"Greenfield, Massachusetts",MA,FranklinCommunityMarket(2stores)•GreenFieldsCo-opMarket,413-773-9567,http://www.franklincommunity.coop,,https://www.nationalco-opdirectory.com,,42.59781595,-72.604415498
22401,,,,320 Emancipation Highway,,Fredericksburg,VA,Fredericksburg Food Co-op,(540) 940-6615,fxbgfoodcoop@gmail.com,,http://www.fredericksburgfoodcoop.com,https://www.ncg.coop/,38.297939375,-77.478482859
28801,,,,90 Biltmore Avenue,,Asheville,NC,French Broad Food Co-op,(828) 255-7650,,,http://www.frenchbroadfood.coop,https://www.ncg.coop/,35.59499297,-82.555371192
28801,,,,90BiltmoreAve.,,"Asheville, North Carolina",NC,FrenchBroadFoodCo-op,828-255-7650,http://www.frenchbroadfood.coop/,,https://www.nationalco-opdirectory.com,,35.59499297,-82.555371192
50511,,,,14 East State Street,,Algona,IA,Fresh Connections Co-op,515 395-2667,,,Food for change,,43.066485269,-94.22337393
22802,,,,150 East Wolfe Street,,Harrisonburg,VA,Friendly City Food Co-op,(540) 801-8882,info@friendlycity.coop,,http://www.friendlycity.coop,https://www.ncg.coop/,38.453130404,-78.848247404
22802,,,,150 East Wolfe Street,,Harrisonburg,VA,Friendly Food Co-op,540 801-8882,,,Food for change,,38.453130404,-78.848247404
22802,,,,150E.WolfeSt.,,"Harrisonburg, Virginia",VA,FriendlyCityFoodCo-op,540-801-8882,http://www.friendlycity.coop,,https://www.nationalco-opdirectory.com,,38.453130404,-78.848247404
52318,,,,3021 78th Street,,Norway,IA,Frontier Natural Products Co-op,319 227-7991,,,Food for change,,41.889136358,-91.900035789
04345,,,,269WaterSt.,,"Gardiner, Maine",ME,GardinerFoodCo-op&Café,207-629-3663,http://gardinerfood.coop/,,https://www.nationalco-opdirectory.com,,44.210488271,-69.792558199
45406,,,,324 Salem Avenue,,Dayton,OH,Gem City Market Co-op,(937) 741-3240,,,https://gemcitymarket.com/,https://www.ncg.coop/,39.78254691,-84.238850791
08901,,,,89 Morris Street,,New Brunswick,NJ,George Street Co-op Natural Foods,732 247-8280,,,Food for change,,40.488574858,-74.445414651
08901,,,,89MorrisStreet,,New Brunswick,NJ,GeorgeStreetCo-op,732-247-8280,http://www.Georgestreetcoop.com,,https://www.nationalco-opdirectory.com,,40.488574858,-74.445414651
12801,,,,11SouthStreet,,"Glens Falls, New York",NY,GlensFallsFoodCo-op,518-683-2769,http://glensfallscoop.com,,https://www.nationalco-opdirectory.com,,43.311443238,-73.647802315
20712,,,,4005 34th Street,,Mount Rainier,MD,Glut Food Co-op,301 779-1978,,,Food for change,,38.941847481,-76.964703462
20712,,,,400534thSt.,,"Mount Rainier, Maryland",MD,GlutFoodCo-op,301-779-1978,http://www.glut.org,,https://www.nationalco-opdirectory.com,,38.941847481,-76.964703462
56303,,,,2010 Veterans Drive,,St. Cloud,MN,Good Earth Food Co-op,(320) 253-9290,info@goodearthcoop.coop,,http://www.goodearthfoodcoop.coop,https://www.ncg.coop/,45.573766044,-94.200444516
59101,,,,3024 2nd Avenue,,Billings,MT,Good Earth Market,406 259-2622,,,Food for change,,45.776086445,-108.511779306
55901,,,,1001 6th Street,,Rochester,MN,Good Food Store Co-op,507 289-9061,,,Food for change,,44.058286372,-92.501438727
40503,,,,455-D Southland Dr.,,Lexington,KY,Good Foods Co-op,(859) 278-1813,,,http://www.goodfoods.coop,https://www.ncg.coop/,38.012761896,-84.5277836
40503,,,,455 Southland Drive,,Lexington,KY,Good Foods Market & Cafe,859 278-1813,,,Food for change,,38.012761896,-84.5277836
04841,,,,750 Main Street,,Rockland,ME,Good Tern Natural Foods Store,207 594-8822,,,Food for change,,44.108665822,-69.115625517
56303,,,,2010VeteransDrive,,Saint-Cloud,MN,GoodEarthFoodCo-op,320-253-9290,http://www.GoodEarthFoodCoop.coop,,https://www.nationalco-opdirectory.com,,45.573766044,-94.200444516
59101,,,,30242ndAveNorth,,"Billings, Montana",MT,GoodEarthMarket(CLOSED),406-259-2622,http://www.goodearthmarket.coop,,https://www.nationalco-opdirectory.com,,45.776086445,-108.511779306
40503,,,,455-DSouthlandDrive,,"Lexington, Kentucky",KY,GoodFoodsCo-op,859-278-1813,http://www.goodfoods.coop,,https://www.nationalco-opdirectory.com,,38.012761896,-84.5277836
53081,,,,1131North8thStreet,,"Sheboygan, Wisconsin",WI,GoodsideGroceryFoodCo-op,920-694-0053,http://goodsidegrocery.com/,,https://www.nationalco-opdirectory.com,,43.737127971,-87.729358234
04841,,,,750MainSt,,"Rockland County, New York",ME,GoodTernNaturalFoodsCo-op,207-594-8822,http://www.goodtern.coop,,https://www.nationalco-opdirectory.com,,44.108665822,-69.115625517
49770,,,,220 East Mitchell Street,,Petoskey,MI,Grain Train Natural Foods Market,231 347-2381,,,Food for change,,45.361855604,-84.925402079
49712,,,,104 South Park Street,,Boyne City,MI,Grain Train Natural Foods Market (Boyne City),(231) 459-4522,,,http://www.graintrain.coop,https://www.ncg.coop/,45.226471731,-85.023454566
49770,,,,220 East Mitchell Street,,Petoskey,MI,Grain Train Natural Foods Market (Petoskey),(231) 347-2381,,,http://www.graintrain.coop,https://www.ncg.coop/,45.361855604,-84.925402079
49770,,,,220EastMitchellStreet,,"Petoskey, Michigan",MI,GrainTrainNaturalFoodsGrocery(2Stores),231-347-2381,http://www.graintrain.coop,,https://www.nationalco-opdirectory.com,,45.361855604,-84.925402079
56278,,,,47 2nd Street,,Ortonville,MN,Granary Food Co-op,320 839-6204,,,Food for change,,45.318443848,-96.455243811
55303,,,,1917 2nd Ave,,Anoka,MN,Grass Roots Cooperative,763 427-4340,,,Food for change,,45.251816763,-93.414853617
89501,,,,240 Court Street,,Reno,NV,Great Basin Community Food Co-op,(775) 324-6133,info@greatbasinfood.coop,,http://www.greatbasinfood.coop,https://www.ncg.coop/,39.525005622,-119.813665182
89501,,,,240CourtStreet,,"Reno, Nevada",NV,GreatBasinFoodCo-op,775-324-6133,http://www.greatbasinfood.coop,,https://www.nationalco-opdirectory.com,,39.525005622,-119.813665182
03608,,,,,,"Walpole, Massachusetts",NH,GreatRiverCo-op(*Organizing),603-477-4732,http://www.greatriverfoodcoop.com,,https://www.nationalco-opdirectory.com,,43.074178871,-72.417887771
01301,,,,144 Main Street,,Greenfield,MA,Green Fields Market,413 773-9567,,,Food for change,,42.59781595,-72.604415498
42141,,,,130 N Race St.,,Glasgow,KY,Green Market Co-op,270 629-2628,,,Food for change,,36.975726516,-85.921939117
61701,,,,921 E Washington Street,,Bloomington,IL,Green Top Grocery,(309) 306-1523,info@greentopgrocery.com,,http://www.greentopgrocery.com,https://www.ncg.coop/,40.479736996,-88.98934972
20770,,,,121 Centerway,,Greenbelt,MD,Greenbelt Consumer Cooperative,301 474-0522,,,Food for change,,38.994411946,-76.873237739
20770,,,,121 Centerway,,Greenbelt,MD,Greenbelt Co-op Supermarket and Pharmacy,(301) 474-0522,,,https://www.greenbelt.coop/,https://www.ncg.coop/,38.994411946,-76.873237739
20770,,,,121Centerway,,"Greenbelt, Maryland",MD,GreenbeltCo-opSupermarket&Pharmacy,301-474-0522,http://www.greenbelt.coop,,https://www.nationalco-opdirectory.com,,38.994411946,-76.873237739
11238,,,,18 Putnam Avenue,,Brooklyn,NY,Greene Hill Food Co-op,718 208-4778,,,Food for change,,40.681051797,-73.963589232
11238,,,,1083FultonSt,,Brooklyn,NY,GreeneHillFoodCo-op,718-208-4778,http://www.greenehillfood.coop,,https://www.nationalco-opdirectory.com,,40.681051797,-73.963589232
14850,,,,701 W Buffalo St,,Ithaca,NY,GreenStar Cooperative Market,607 273-9392,,,Food for change,,42.447540556,-76.492323597
14850,,,,307 College Avenue,,Ithaca,NY,GreenStar Food Co+op (Collegetown),(607) 273-2667,,,http://www.greenstar.coop,https://www.ncg.coop/,42.447540556,-76.492323597
14850,,,,215 N. Cayuga St.,,Ithaca,NY,GreenStar Food Co+op (DeWitt),(607) 273-8210,,,http://www.greenstar.coop,https://www.ncg.coop/,42.447540556,-76.492323597
14850,,,,770 Cascadilla Street,,Ithaca,NY,GreenStar Food Co+op (West End),(607) 273-9392,,,http://www.greenstar.coop,https://www.ncg.coop/,42.447540556,-76.492323597
14850,,,,307CollegeAve.,,"Ithaca, New York",NY,GreenStarCooperativeMarket(3stores)•Collegetownlocation,607-882-2667,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,42.447540556,-76.492323597
14850,,,,215N.CayugaStreet,,"Ithaca, New York",NY,GreenStarCooperativeMarket(3stores)•DewittMalllocation,607-273-8213,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,42.447540556,-76.492323597
14850,,,,770CascadillaSt,,"Ithaca, New York",NY,GreenStarCooperativeMarket(3stores)•WestEndlocation,607-273-9392,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,42.447540556,-76.492323597
48858,,,,410 West Broadway,,Mt. Pleasant,MI,GreenTree Co-op Market,(989) 772-3221,laura@greentree.coop,,http://www.greentree.coop,https://www.ncg.coop/,43.594793909,-84.781300742
48858,,,,214 North Franklin Street,,Mount Pleasant,MI,Greentree Natural Grocery,989 772-3221,,,Food for change,,43.594793909,-84.781300742
48858,,,,410WestBroadwayStreet,,"Mount Pleasant, Michigan",MI,GreenTreeCooperativeGrocery,989-772-3221,http://www.greentree.coop,,https://www.nationalco-opdirectory.com,,43.594793909,-84.781300742
97401,,,,454Willamette,,"Eugene, Oregon",OR,GrowersMarket,541-687-1145,http://www.growersmarket.net/,,https://www.nationalco-opdirectory.com,,44.071374776,-123.076951505
56727,,,,102S.MainAve.,,"Grygla, Minnesota",MN,GryglaCo-opCompany,218-294-6232,N/A,,https://www.nationalco-opdirectory.com,,48.305239132,-95.534700604
55114,,,,928 Raymond Avenue,,St. Paul,MN,Hampden Park Co-op,(651) 646-6686,,,https://www.hampdencoop.com/,https://www.ncg.coop/,44.964957879,-93.195780765
55114,,,,928RaymondAvenue,,"Saint Paul, Minnesota",MN,HampdenParkCo-op,651-646-6686,http://www.hampdencoop.com,,https://www.nationalco-opdirectory.com,,44.964957879,-93.195780765
03755,,,,45 South Park Street,,Hanover,NH,Hanover Co-op Food Stores (Hanover),(603) 643-2667,,,http://www.coopfoodstore.com,https://www.ncg.coop/,43.705203304,-72.279782782
03766,,,,12 Centerra Resource Park,,Lebanon,NH,Hanover Co-op Food Stores (Lebanon),(603) 643-2667,,,http://www.coopfoodstore.com,https://www.ncg.coop/,43.645572112,-72.25238524
05001,,,,209 Maple Street,,White River Junction,VT,Hanover Co-op Food Stores (White River Junction),(802) 295-3400,,,http://www.coopfoodstore.com,https://www.ncg.coop/,43.665144835,-72.366536217
03755,,,,43 Lyme Road,,Hanover,NH,Hanover Co-op Market (Hanover),(603) 643-2725,,,http://www.coopfoodstore.com,https://www.ncg.coop/,43.705203304,-72.279782782
03755,,,,45SParkSt,,"Hanover, New Hampshire",NH,HanoverCo-opFoodStore(4FoodStores•1AutoServiceCenter)•1stLocation,603-643-2667,http://www.coopfoodstore.coop,,https://www.nationalco-opdirectory.com,,43.705203304,-72.279782782
03755,,,,43LymeRoad,,"Hanover, New Hampshire",NH,HanoverCo-opFoodStore(4FoodStores•1AutoServiceCenter)•Co-opCommunityMarket,603-643-2725,http://www.coopfoodstore.coop,,https://www.nationalco-opdirectory.com,,43.705203304,-72.279782782
05001,,,,209MapleStreet(Route4&14),,"White River Junction, Vermont",VT,"HanoverCo-opFoodStore(4FoodStores•1AutoServiceCenter)•Co-opFoodStoreofWhiteRiverJunction,VT",802-295-3400,http://www.coopfoodstore.coop,,https://www.nationalco-opdirectory.com,,43.665144835,-72.366536217
03755,,,,45SouthParkStreet,,"Hanover, New Hampshire",NH,HanoverCo-opFoodStore(4FoodStores•1AutoServiceCenter)•Co-opServiceCenter,603-643-6650,http://www.coopfoodstore.coop,,https://www.nationalco-opdirectory.com,,43.705203304,-72.279782782
03766,,,,12CenterraParkway,,"Lebanon, New Hampshire",NH,HanoverCo-opFoodStore(4FoodStores•1AutoServiceCenter)•LebanonCo-opFoodStore,(603)643-4889,http://www.coopfoodstore.coop,,https://www.nationalco-opdirectory.com,,43.645572112,-72.25238524
56601,,,,302 Irvine Ave NW,,Bemidji,MN,Harmony Natural Foods Co-op,(218) 751-2009,,,http://www.harmonyfoods.coop,https://www.ncg.coop/,47.496628629,-94.856990402
56601,,,,302IrvineAveNW,,"Bemidji, Minnesota",MN,HarmonyFoodCo-op,218-751-2009,https://www.harmonyfoods.coop,,https://www.nationalco-opdirectory.com,,47.496628629,-94.856990402
02130,,,,3815 Washington St,,Jamaica Plain,MA,Harvest Co-op,617 405-5300,,,Food for change,,42.311626813,-71.109466685
02130,,,,57 South Street,,Boston,MA,Harvest Coop Markets,617 524-1667,,,Food for change,,42.311626813,-71.109466685
02139,,,,580 Massachusetts Avenue,,Cambridge,MA,Harvest Co-op Markets,617 661-1580,,,Food for change,,42.363932497,-71.101749521
55356,,,,2380 Wayzata Boulevard,,LongLake,MN,Harvest Moon,952 345-3300,,,Food for change,,44.987794466,-93.58505386
02139,,,,580MassachusettsAvenue,,"Cambridge, Massachusetts",MA,HarvestCo-opMarkets(2stores)•1stlocation(CLOSED),617-661-1580,http://www.harvest.coop,,https://www.nationalco-opdirectory.com,,42.363932497,-71.101749521
02131,,,,3815WashingtonSt,,Boston,MA,HarvestCo-opMarkets(2stores)•2ndlocation(CLOSED),617-405-5300,http://www.harvest.coop,,https://www.nationalco-opdirectory.com,,42.283505366,-71.128928394
66062,,,,16579W151stSt,,"Olathe, Kansas",KS,HarvestMoonNaturalFoodsCooperativeInc.,(913)782-7562,https://harvestmoonnaturalfoods.com/,,https://www.nationalco-opdirectory.com,,38.866769491,-94.779148928
24450,,,,110 West Washington Street,,Lexington,VA,Healthy Foods Co-op,540 463-6954,,,Food for change,,37.78655111,-79.454407839
28792,,,,715 South Grove Street,,Hendersonville,NC,Hendersonville Community Co-op,828 693-0505,,,Food for change,,35.360107087,-82.404419608
28792,,,,60 South Charleston Lane,,Hendersonville,NC,Hendersonville Community Co-op (South Charleston Lane),(828) 693-0505,,,http://www.hendersonville.coop,https://www.ncg.coop/,35.360107087,-82.404419608
28792,,,,147 First Avenue East,,Hendersonville,NC,Hendersonville Community Co-op (Sunflower Kitchen),N/A,,,http://www.hendersonville.coop,https://www.ncg.coop/,35.360107087,-82.404419608
28792,,,,60SouthCharlestonLane,,"Hendersonville, North Carolina",NC,HendersonvilleCommunityCo-op,828-693-0505,http://www.hendersonville.coop,,https://www.nationalco-opdirectory.com,,35.360107087,-82.404419608
12440,,,,1398 Route 213,,High Falls,NY,High Falls Food Co-op,(845) 687-7262,,,http://www.highfallsfoodcoop.com,https://www.ncg.coop/,41.813373025,-74.140658897
12440,,,,1398 New York 213,,HighFalls,NY,High Falls Food Co-op Inc.,845 687-7262,,,Food for change,,41.813373025,-74.140658897
12440,,,,1398StateRoute213,,"High Falls, New York",NY,HighFallsFoodCo-op,845-687-7262,http://www.highfallsfoodcoop.com/,,https://www.nationalco-opdirectory.com,,41.813373025,-74.140658897
80237,,,,7900E.UnionAveSte.200,,Denver,CO,HighPlainsFoodCooperative(*NotaStorefront),785-626-6082,http://www.highplainsfood.org,,https://www.nationalco-opdirectory.com,,39.640511636,-104.900342655
97123,,,,POBox3953,,"Hillsboro, Oregon",OR,HillsboroFoodCo-op(ORGANIZING),971-205-2374,https://hillsborofood.coop/,,https://www.nationalco-opdirectory.com,,45.498692616,-122.940229665
49242,,,,30NHowellSt,,"Hillsdale Township, Michigan",MI,HillsdaleFamilyFoodCo-op,517-439-1397,https://www.hillsdalenaturalgrocery.com/,,https://www.nationalco-opdirectory.com,,41.902538738,-84.6305369
12206,,,,100 Watervliet Avenue,,Albany,NY,Honest Weight Food Co-op,(518) 482-2667,,,http://www.honestweight.coop,https://www.ncg.coop/,42.668887368,-73.775601836
12206,,,,100WatervlietAve,,"Albany, New York",NY,HonestWeightFoodCo-op,518-482-2667,http://www.honestweight.coop,,https://www.nationalco-opdirectory.com,,42.668887368,-73.775601836
52301,,,,1000EastHiltonStreet,,"Marengo, New York",IA,HoneyCreekMarket,608-546-3331,N/A,,https://www.nationalco-opdirectory.com,,41.765508104,-92.087595901
29306,,,,176N.LibertyStreet,,"Spartanburg, South Carolina",SC,HubCityCo-operative(CLOSED),N/A,http://www.hubcity.coop,,https://www.nationalco-opdirectory.com,,34.920227138,-81.932386623
05602,,,,623 Stone Cutters Way,,Montpelier,VT,Hunger Mountain Co-op,(802) 223-8000,info@hungermountain.coop,,http://www.hungermountain.coop,https://www.ncg.coop/,44.260445878,-72.580310757
05602,,,,623 Stone Cutters Way,,Montpelier,VT,Hunger Mountain Food Coop,802 223-8000,,,Food for change,,44.260445878,-72.580310757
05602,,,,623StonecuttersWay,,"Montpelier, Vermont",VT,HungerMountainCo-op,802-223-8000,http://www.hungermountain.coop,,https://www.nationalco-opdirectory.com,,44.260445878,-72.580310757
10977,,,,841 Chestnut Ridge Road,,Chestnut Ridge,NY,Hungry Hollow Co-op,(845) 356-3319,,,http://www.hungryhollow.org,https://www.ncg.coop/,41.118464284,-74.046308094
10977,,,,841ChestnutRidgeRoad,,"Chestnutridge, Missouri",NY,HungryHollowCo-op,845-356-3319,http://www.hungryhollow.coop,,https://www.nationalco-opdirectory.com,,41.118464284,-74.046308094
83714,,,,120 E 46th St,,Garden City,ID,Idaho's Bounty,208 577-6199,,,Food for change,,43.677846355,-116.275291253
83711,,,,POBox45755,,"Boise, Idaho",ID,Idaho'sBounty(*NotaStorefront),208-721-8074,http://www.idahosbounty.org,,https://www.nationalco-opdirectory.com,,,
50310,,,,4944 Franklin Avenue,,Des Moines,IA,Iowa Food Cooperative,515 978-1034,,,Food for change,,41.62536761,-93.673866725
50310,,,,4944FranklinAve.Ste.G,,"Ames, Iowa",IA,IowaFoodCooperative(Multiplepickuplocations),515.978.1034,http://www.iowafood.org,,https://www.nationalco-opdirectory.com,,41.62536761,-93.673866725
93117,,,,6575 Seville Road,,Isla Vista,CA,Isla Vista Food Co-op,(805) 968-1401,ivfc.outreach@gmail.com,,http://www.islavistafood.coop,https://www.ncg.coop/,34.433484607,-119.862477971
54829,,,,1490 2nd Avenue,,Cumberland,WI,Island City Food Co-op Bakery,715 822-8233,,,Food for change,,45.548107072,-92.039780767
04681,,,,S Burnt Cove Road,,Stonington,ME,Island Employee Cooperative,207 367-2681,,,Food for change,,44.166790496,-68.665446516
54829,,,,14902ndAvenue,,"Cumberland (town), Wisconsin",WI,IslandCityFoodCo-op,715-822-8233,http://www.islandcityfoodcoop.com,,https://www.nationalco-opdirectory.com,,45.548107072,-92.039780767
93117,,,,6575SevilleRoad,,"Isla Vista, California",CA,IslaVistaFoodCo-op,805-968-1401,http://islavistafoodcoop.blogspot.com/,,https://www.nationalco-opdirectory.com,,34.433484607,-119.862477971
55057,,,,516 Water Street South,,Northfield,MN,Just Food Co-op,(507) 650-0106,,,http://www.justfood.coop,https://www.ncg.coop/,44.476898316,-93.172687248
54701,,,,1117 South Farwell Street,,Eau Claire,WI,Just Local Food Cooperative,715 552-3366,,,Food for change,,44.778988168,-91.484031141
55057,,,,516S.WaterStreet,,"Northfield, Minnesota",MN,JustFoodCo-op,507-650-0106,http://www.justfood.coop,,https://www.nationalco-opdirectory.com,,44.476898316,-93.172687248
49007,,,,507 Harrison St.,,Kalamazoo,MI,Kalamazoo People's Food Co-op,269-342-5686,,,Food for change,,42.296718886,-85.58684473
03257,,,,52 Newport Road New,,New London,NH,Kearsarge Cooperative Grocer,603 526-6650,,,Food for change,,43.416338133,-71.994998761
44240,,,,151 East Main Street,,Kent,OH,Kent Natural Foods Co-op,330 673-2878,,,Food for change,,41.149480956,-81.35281921
